full_path,line,fixed_line
Berlin Westkreuz|Berlin Charlottenburg S|Berlin Savignyplatz|Berlin Zoologischer Garten S|Berlin Tiergarten|Berlin Bellevue|Berlin Hbf S Bahn|Berlin Friedrichstraße S|Berlin Hackescher Markt|Berlin Alexanderplatz S|Berlin Jannowitzbrücke|Berlin Ostbahnhof S|Berlin Warschauer Straße|Berlin Treptower Park|Berlin Plänterwald|Berlin Baumschulenweg|Berlin Schöneweide S|Berlin Johannisthal|Berlin Adlershof|Altglienicke,9,S9
Wiesbaden Hbf|Wiesbaden Ost|Mainz Kastel|Mainz Bischofsheim|Rüsselsheim Opelwerk|Rüsselsheim|Raunheim|Kelsterbach|Frankfurt M Flughafen Regionalbf|Frankfurt Main Gateway Gardens|Frankfurt am Main Stadion|Frankfurt Niederrad|Frankfurt Hbf tief|Frankfurt M Taunusanlage|Frankfurt M Hauptwache|Frankfurt M Konstablerwache|Frankfurt M Ostendstraße|Frankfurt M Mühlberg|Offenbach Main Kaiserlei|Offenbach Ledermuseum,9,S9
Berlin Lichtenberg S|Berlin Nöldnerplatz|Berlin Ostkreuz S|Berlin Warschauer Straße|Berlin Ostbahnhof S|Berlin Jannowitzbrücke|Berlin Alexanderplatz S|Berlin Hackescher Markt|Berlin Friedrichstraße S|Berlin Hbf S Bahn|Berlin Bellevue|Berlin Tiergarten|Berlin Zoologischer Garten S|Berlin Savignyplatz|Berlin Charlottenburg S|Berlin Westkreuz|Berlin Messe Süd Eichkamp|Berlin Heerstraße|Berlin Olympiastadion|Pichelsberg,9,S9
Karlsruhe Hbf|Graben Neudorf|Wiesental|Waghäusel|Neulußheim|Hockenheim|Oftersheim|Schwetzingen|Schwetzingen Hirschacker|Mannheim Rheinau|Mannheim Neckarau|Mannheim Hbf|Mannheim Handelshafen|Mannheim Neckarstadt|Mannheim Luzenberg|Mannheim Waldhof|Lampertheim|Bürstadt|Bobstadt|Biblis,9,S9
Berlin Charlottenburg S|Berlin Savignyplatz|Berlin Zoologischer Garten S|Berlin Tiergarten|Berlin Bellevue|Berlin Hbf S Bahn|Berlin Friedrichstraße S|Berlin Hackescher Markt|Berlin Alexanderplatz S|Berlin Jannowitzbrücke|Berlin Ostbahnhof S|Berlin Warschauer Straße|Berlin Treptower Park|Berlin Plänterwald|Berlin Baumschulenweg|Berlin Schöneweide S|Berlin Johannisthal|Berlin Adlershof|Berlin Altglienicke|Grünbergallee,9,S9
Berlin Westkreuz|Berlin Charlottenburg S|Berlin Savignyplatz|Berlin Zoologischer Garten S|Berlin Tiergarten|Berlin Bellevue|Berlin Hbf S Bahn|Berlin Friedrichstraße S|Berlin Hackescher Markt|Berlin Alexanderplatz S|Berlin Jannowitzbrücke|Berlin Ostbahnhof S|Berlin Warschauer Straße|Berlin Treptower Park|Berlin Plänterwald|Berlin Baumschulenweg|Berlin Schöneweide S|Berlin Johannisthal|Berlin Adlershof|Berlin Altglienicke|Grünbergallee,9,S9
Berlin Lichtenberg S|Berlin Nöldnerplatz|Berlin Ostkreuz S|Berlin Warschauer Straße|Berlin Ostbahnhof S|Berlin Jannowitzbrücke|Berlin Alexanderplatz S|Berlin Hackescher Markt|Berlin Friedrichstraße S|Berlin Hbf S Bahn|Berlin Bellevue|Berlin Tiergarten|Berlin Zoologischer Garten S|Berlin Savignyplatz|Berlin Charlottenburg S|Berlin Westkreuz|Berlin Messe Süd Eichkamp|Berlin Heerstraße|Berlin Olympiastadion|Berlin Pichelsberg|Stresow,9,S9
Berlin Grünau|Berlin Adlershof|Berlin Johannisthal|Berlin Schöneweide S|Berlin Baumschulenweg|Berlin Plänterwald|Berlin Treptower Park|Berlin Warschauer Straße|Berlin Ostbahnhof S|Berlin Jannowitzbrücke|Berlin Alexanderplatz S|Berlin Hackescher Markt|Berlin Friedrichstraße S|Berlin Hbf S Bahn|Berlin Bellevue|Berlin Tiergarten|Berlin Zoologischer Garten S|Berlin Savignyplatz|Berlin Charlottenburg S|Berlin Westkreuz|Messe Süd Eichkamp,9,S9
Siegen Hbf|Eiserfeld Sieg|Niederschelden|Brachbach|Kirchen|Betzdorf Sieg|Scheuerfeld Sieg|Niederhövels|Wissen Sieg|Etzbach|Au Sieg|Rosbach Sieg|Schladern Sieg|Dattenfeld Sieg|Herchen|Eitorf|Hennef Sieg|Siegburg/Bonn|Troisdorf|Porz Rhein|Köln Messe/Deutz,9,RE9
Berlin Spandau S|Berlin Stresow|Berlin Pichelsberg|Berlin Olympiastadion|Berlin Heerstraße|Berlin Messe Süd Eichkamp|Berlin Westkreuz|Berlin Charlottenburg S|Berlin Savignyplatz|Berlin Zoologischer Garten S|Berlin Tiergarten|Berlin Bellevue|Berlin Hbf S Bahn|Berlin Friedrichstraße S|Berlin Hackescher Markt|Berlin Alexanderplatz S|Berlin Jannowitzbrücke|Berlin Ostbahnhof S|Berlin Warschauer Straße|Berlin Treptower Park|Plänterwald,9,S9
Offenbach Main Ost|Offenbach Main Marktplatz|Offenbach Main Ledermuseum|Offenbach Main Kaiserlei|Frankfurt M Mühlberg|Frankfurt M Ostendstraße|Frankfurt M Konstablerwache|Frankfurt M Hauptwache|Frankfurt M Taunusanlage|Frankfurt Hbf tief|Frankfurt Niederrad|Frankfurt am Main Stadion|Frankfurt Main Gateway Gardens|Frankfurt M Flughafen Regionalbf|Kelsterbach|Raunheim|Rüsselsheim|Rüsselsheim Opelwerk|Mainz Bischofsheim|Mainz Hbf|Wiesbaden Ost,9,S9
Offenbach Main Ost|Offenbach Main Marktplatz|Offenbach Main Ledermuseum|Offenbach Main Kaiserlei|Frankfurt M Mühlberg|Frankfurt M Ostendstraße|Frankfurt M Konstablerwache|Frankfurt M Hauptwache|Frankfurt M Taunusanlage|Frankfurt Hbf tief|Frankfurt Niederrad|Frankfurt am Main Stadion|Frankfurt Main Gateway Gardens|Frankfurt M Flughafen Regionalbf|Kelsterbach|Raunheim|Rüsselsheim|Rüsselsheim Opelwerk|Mainz Bischofsheim|Mainz Kastel|Wiesbaden Ost,9,S9
Karlsruhe Hbf|Karlsruhe Hagsfeld|Blankenloch|Friedrichstal Baden|Graben Neudorf|Wiesental|Waghäusel|Neulußheim|Hockenheim|Oftersheim|Schwetzingen|Schwetzingen Hirschacker|Mannheim Rheinau|Mannheim Neckarau|Mannheim Hbf|Mannheim Handelshafen|Mannheim Neckarstadt|Mannheim Luzenberg|Mannheim Waldhof|Lampertheim|Bürstadt Ried,9,S9
Wiesbaden Hbf|Wiesbaden Ost|Mainz Kastel|Mainz Bischofsheim|Rüsselsheim Opelwerk|Rüsselsheim|Raunheim|Kelsterbach|Frankfurt M Flughafen Regionalbf|Frankfurt Main Gateway Gardens|Frankfurt am Main Stadion|Frankfurt Niederrad|Frankfurt Hbf tief|Frankfurt M Taunusanlage|Frankfurt M Hauptwache|Frankfurt M Konstablerwache|Frankfurt M Ostendstraße|Frankfurt M Mühlberg|Offenbach Main Kaiserlei|Offenbach Main Ledermuseum|Offenbach Marktplatz,9,S9
Kassel Hbf|Vellmar Niedervellmar|Fuldatal Ihringshausen|Speele|Hann Münden|Hedemünden|Gertenbach|Witzenhausen Nord|Eichenberg|Arenshausen|Uder|Heilbad Heiligenstadt|Bodenrode|Wingerode|Beuren|Leinefelde|Bernterode|Sollstedt|Bleicherode Ost|Wolkramshausen|Nordhausen,9,RE9
Berlin Spandau S|Berlin Stresow|Berlin Pichelsberg|Berlin Olympiastadion|Berlin Heerstraße|Berlin Messe Süd Eichkamp|Berlin Westkreuz|Berlin Charlottenburg S|Berlin Savignyplatz|Berlin Zoologischer Garten S|Berlin Tiergarten|Berlin Bellevue|Berlin Hbf S Bahn|Berlin Friedrichstraße S|Berlin Hackescher Markt|Berlin Alexanderplatz S|Berlin Jannowitzbrücke|Berlin Ostbahnhof S|Berlin Warschauer Straße|Berlin Treptower Park|Berlin Plänterwald|Baumschulenweg,9,S9
Mering|Mering St Afra|Kissing|Augsburg Hochzoll|Augsburg Haunstetterstraße|Augsburg Hbf|Augsburg Oberhausen|Neusäß|Westheim Schwab|Diedorf Schwab|Gessertshausen|Kutzenhausen|Dinkelscherben|Freihalden|Jettingen|Burgau Schwab|Mindelaltheim|Offingen|Günzburg|Leipheim|Nersingen|Neu Ulm,9,RE9
Wiesbaden Hbf|Wiesbaden Ost|Mainz Kastel|Mainz Bischofsheim|Rüsselsheim Opelwerk|Rüsselsheim|Raunheim|Frankfurt M Flughafen Fernbf|Frankfurt am Main Stadion|Frankfurt Niederrad|Frankfurt Hbf tief|Frankfurt M Taunusanlage|Frankfurt M Hauptwache|Frankfurt M Konstablerwache|Frankfurt M Ostendstraße|Frankfurt M Mühlberg|Offenbach Main Kaiserlei|Offenbach Main Ledermuseum|Offenbach Main Marktplatz|Offenbach Main Ost|Mühlheim Main|Mühlheim Dietesheim,9,S9
Siegen Hbf|Brachbach|Kirchen|Betzdorf Sieg|Wissen Sieg|Au Sieg|Schladern Sieg|Herchen|Eitorf|Hennef Sieg|Siegburg/Bonn|Troisdorf|Porz Rhein|Köln Messe/Deutz|Köln Hbf|Köln Ehrenfeld|Horrem|Düren|Langerwehe|Eschweiler Hbf|Stolberg Rheinl Hbf|Aachen Rothe Erde,9,RE9
Berlin Grünau|Berlin Adlershof|Berlin Johannisthal|Berlin Schöneweide S|Berlin Baumschulenweg|Berlin Plänterwald|Berlin Treptower Park|Berlin Warschauer Straße|Berlin Ostbahnhof S|Berlin Jannowitzbrücke|Berlin Alexanderplatz S|Berlin Hackescher Markt|Berlin Friedrichstraße S|Berlin Hbf S Bahn|Berlin Bellevue|Berlin Tiergarten|Berlin Zoologischer Garten S|Berlin Savignyplatz|Berlin Charlottenburg S|Berlin Westkreuz|Berlin Messe Süd Eichkamp|Heerstraße,9,S9
Aachen Hbf|Aachen Rothe Erde|Stolberg Rheinl Hbf|Eschweiler Hbf|Langerwehe|Düren|Horrem|Köln Ehrenfeld|Köln Hbf|Köln Messe/Deutz|Porz Rhein|Troisdorf|Siegburg/Bonn|Hennef Sieg|Eitorf|Herchen|Schladern Sieg|Au Sieg|Wissen Sieg|Betzdorf Sieg|Kirchen|Brachbach,9,RE9
Berlin Charlottenburg S|Berlin Savignyplatz|Berlin Zoologischer Garten S|Berlin Tiergarten|Berlin Bellevue|Berlin Hbf S Bahn|Berlin Friedrichstraße S|Berlin Hackescher Markt|Berlin Alexanderplatz S|Berlin Jannowitzbrücke|Berlin Ostbahnhof S|Berlin Warschauer Straße|Berlin Treptower Park|Berlin Plänterwald|Berlin Baumschulenweg|Berlin Schöneweide S|Berlin Johannisthal|Berlin Adlershof|Berlin Altglienicke|Berlin Grünbergallee|Schönefeld bei Berlin|Waßmannsdorf,9,S9
Flughafen BER S Bahn|Waßmannsdorf|Schönefeld bei Berlin|Berlin Grünbergallee|Berlin Altglienicke|Berlin Adlershof|Berlin Johannisthal|Berlin Schöneweide S|Berlin Baumschulenweg|Berlin Plänterwald|Berlin Treptower Park|Berlin Warschauer Straße|Berlin Ostbahnhof S|Berlin Jannowitzbrücke|Berlin Alexanderplatz S|Berlin Hackescher Markt|Berlin Friedrichstraße S|Berlin Hbf S Bahn|Berlin Bellevue|Berlin Tiergarten|Berlin Zoologischer Garten S|Savignyplatz,9,S9
Schönefeld bei Berlin|Berlin Grünbergallee|Berlin Altglienicke|Berlin Adlershof|Berlin Johannisthal|Berlin Schöneweide S|Berlin Baumschulenweg|Berlin Plänterwald|Berlin Treptower Park|Berlin Warschauer Straße|Berlin Ostbahnhof S|Berlin Jannowitzbrücke|Berlin Alexanderplatz S|Berlin Hackescher Markt|Berlin Friedrichstraße S|Berlin Hbf S Bahn|Berlin Bellevue|Berlin Tiergarten|Berlin Zoologischer Garten S|Berlin Savignyplatz|Berlin Charlottenburg S|Berlin Westkreuz|Messe Süd Eichkamp,9,S9
Wuppertal Hbf|Wuppertal Steinbeck|Wuppertal Zoologischer Garten|Wuppertal Sonnborn|Wuppertal Vohwinkel|Wülfrath Aprath|Velbert Rosenhügel|Velbert Neviges|Velbert Langenberg|Velbert Nierenhof|Essen Kupferdreh|Essen Holthausen|Essen Überruhr|Essen Steele|Essen Hbf|Essen West|Essen Borbeck Süd|Essen Borbeck|Essen Gerschede|Essen Dellwig Ost|Bottrop Hbf|Bottrop Boy|Gladbeck West,9,S9
Berlin Grünau|Berlin Adlershof|Berlin Johannisthal|Berlin Schöneweide S|Berlin Baumschulenweg|Berlin Plänterwald|Berlin Treptower Park|Berlin Warschauer Straße|Berlin Ostbahnhof S|Berlin Jannowitzbrücke|Berlin Alexanderplatz S|Berlin Hackescher Markt|Berlin Friedrichstraße S|Berlin Hbf S Bahn|Berlin Bellevue|Berlin Tiergarten|Berlin Zoologischer Garten S|Berlin Savignyplatz|Berlin Charlottenburg S|Berlin Westkreuz|Berlin Messe Süd Eichkamp|Berlin Heerstraße|Olympiastadion,9,S9
Groß Rohrheim|Biblis|Bobstadt|Bürstadt|Lampertheim|Mannheim Waldhof|Mannheim Luzenberg|Mannheim Neckarstadt|Mannheim Handelshafen|Mannheim Hbf|Mannheim Neckarau|Mannheim Rheinau|Schwetzingen Hirschacker|Schwetzingen|Oftersheim|Hockenheim|Neulußheim|Waghäusel|Wiesental|Graben Neudorf|Friedrichstal Baden|Blankenloch|Karlsruhe Hagsfeld,9,S9
Wiesbaden Hbf|Wiesbaden Ost|Mainz Kastel|Mainz Bischofsheim|Rüsselsheim Opelwerk|Rüsselsheim|Raunheim|Frankfurt M Flughafen Fernbf|Frankfurt am Main Stadion|Frankfurt Niederrad|Frankfurt Hbf tief|Frankfurt M Taunusanlage|Frankfurt M Hauptwache|Frankfurt M Konstablerwache|Frankfurt M Ostendstraße|Frankfurt M Mühlberg|Offenbach Main Kaiserlei|Offenbach Main Ledermuseum|Offenbach Main Marktplatz|Offenbach Main Ost|Mühlheim Main|Mühlheim Main Dietesheim|Steinheim/Main,9,S9
Karlsruhe Hbf|Karlsruhe Hagsfeld|Blankenloch|Friedrichstal Baden|Graben Neudorf|Wiesental|Waghäusel|Neulußheim|Hockenheim|Oftersheim|Schwetzingen|Schwetzingen Hirschacker|Mannheim Rheinau|Mannheim Neckarau|Mannheim Hbf|Mannheim Handelshafen|Mannheim Neckarstadt|Mannheim Luzenberg|Mannheim Waldhof|Lampertheim|Bürstadt|Bobstadt|Biblis,9,S9
Berlin Westkreuz|Berlin Charlottenburg S|Berlin Savignyplatz|Berlin Zoologischer Garten S|Berlin Tiergarten|Berlin Bellevue|Berlin Hbf S Bahn|Berlin Friedrichstraße S|Berlin Hackescher Markt|Berlin Alexanderplatz S|Berlin Jannowitzbrücke|Berlin Ostbahnhof S|Berlin Warschauer Straße|Berlin Treptower Park|Berlin Plänterwald|Berlin Baumschulenweg|Berlin Schöneweide S|Berlin Johannisthal|Berlin Adlershof|Berlin Altglienicke|Berlin Grünbergallee|Schönefeld bei Berlin|Waßmannsdorf,9,S9
Berlin Spandau S|Berlin Stresow|Berlin Pichelsberg|Berlin Olympiastadion|Berlin Heerstraße|Berlin Messe Süd Eichkamp|Berlin Westkreuz|Berlin Charlottenburg S|Berlin Savignyplatz|Berlin Zoologischer Garten S|Berlin Tiergarten|Berlin Bellevue|Berlin Hbf S Bahn|Berlin Friedrichstraße S|Berlin Hackescher Markt|Berlin Alexanderplatz S|Berlin Jannowitzbrücke|Berlin Ostbahnhof S|Berlin Warschauer Straße|Berlin Treptower Park|Berlin Plänterwald|Berlin Baumschulenweg|Berlin Schöneweide S|Johannisthal,9,S9
Schönefeld bei Berlin|Berlin Grünbergallee|Berlin Altglienicke|Berlin Adlershof|Berlin Johannisthal|Berlin Schöneweide S|Berlin Baumschulenweg|Berlin Plänterwald|Berlin Treptower Park|Berlin Warschauer Straße|Berlin Ostbahnhof S|Berlin Jannowitzbrücke|Berlin Alexanderplatz S|Berlin Hackescher Markt|Berlin Friedrichstraße S|Berlin Hbf S Bahn|Berlin Bellevue|Berlin Tiergarten|Berlin Zoologischer Garten S|Berlin Savignyplatz|Berlin Charlottenburg S|Berlin Westkreuz|Berlin Messe Süd Eichkamp|Heerstraße,9,S9
Berlin Grünau|Berlin Adlershof|Berlin Johannisthal|Berlin Schöneweide S|Berlin Baumschulenweg|Berlin Plänterwald|Berlin Treptower Park|Berlin Warschauer Straße|Berlin Ostbahnhof S|Berlin Jannowitzbrücke|Berlin Alexanderplatz S|Berlin Hackescher Markt|Berlin Friedrichstraße S|Berlin Hbf S Bahn|Berlin Bellevue|Berlin Tiergarten|Berlin Zoologischer Garten S|Berlin Savignyplatz|Berlin Charlottenburg S|Berlin Westkreuz|Berlin Messe Süd Eichkamp|Berlin Heerstraße|Berlin Olympiastadion|Pichelsberg,9,S9
Ulm Hbf|Neu Ulm|Nersingen|Leipheim|Günzburg|Offingen|Mindelaltheim|Burgau Schwab|Jettingen|Freihalden|Dinkelscherben|Kutzenhausen|Gessertshausen|Diedorf Schwab|Westheim Schwab|Neusäß|Augsburg Oberhausen|Augsburg Hbf|Augsburg Haunstetterstraße|Augsburg Hochzoll|Kissing|Mering St Afra|Mering|München Pasing,9,RE9
Wiesbaden Hbf|Wiesbaden Ost|Mainz Kastel|Mainz Bischofsheim|Rüsselsheim Opelwerk|Rüsselsheim|Raunheim|Kelsterbach|Frankfurt M Flughafen Regionalbf|Frankfurt Main Gateway Gardens|Frankfurt am Main Stadion|Frankfurt Niederrad|Frankfurt Hbf tief|Frankfurt M Taunusanlage|Frankfurt M Hauptwache|Frankfurt M Konstablerwache|Frankfurt M Ostendstraße|Frankfurt M Mühlberg|Offenbach Main Kaiserlei|Offenbach Main Ledermuseum|Offenbach Main Marktplatz|Offenbach Main Ost|Mühlheim Main|Mühlheim Dietesheim,9,S9
München Hbf|München Pasing|Mering|Mering St Afra|Kissing|Augsburg Hochzoll|Augsburg Haunstetterstraße|Augsburg Hbf|Augsburg Oberhausen|Neusäß|Westheim Schwab|Diedorf Schwab|Gessertshausen|Kutzenhausen|Dinkelscherben|Freihalden|Jettingen|Burgau Schwab|Mindelaltheim|Offingen|Günzburg|Leipheim|Nersingen|Neu Ulm,9,RE9
Hanau Hbf|Steinheim Main|Mühlheim Main Dietesheim|Mühlheim Main|Offenbach Main Ost|Offenbach Main Marktplatz|Offenbach Main Ledermuseum|Offenbach Main Kaiserlei|Frankfurt M Mühlberg|Frankfurt M Ostendstraße|Frankfurt M Konstablerwache|Frankfurt M Hauptwache|Frankfurt M Taunusanlage|Frankfurt Hbf tief|Frankfurt Niederrad|Frankfurt am Main Stadion|Frankfurt Main Gateway Gardens|Frankfurt M Flughafen Regionalbf|Kelsterbach|Raunheim|Rüsselsheim|Rüsselsheim Opelwerk|Mainz Bischofsheim|Mainz Hbf|Wiesbaden Ost,9,S9
Schönefeld bei Berlin|Berlin Grünbergallee|Berlin Altglienicke|Berlin Adlershof|Berlin Johannisthal|Berlin Schöneweide S|Berlin Baumschulenweg|Berlin Plänterwald|Berlin Treptower Park|Berlin Warschauer Straße|Berlin Ostbahnhof S|Berlin Jannowitzbrücke|Berlin Alexanderplatz S|Berlin Hackescher Markt|Berlin Friedrichstraße S|Berlin Hbf S Bahn|Berlin Bellevue|Berlin Tiergarten|Berlin Zoologischer Garten S|Berlin Savignyplatz|Berlin Charlottenburg S|Berlin Westkreuz|Berlin Messe Süd Eichkamp|Berlin Heerstraße|Olympiastadion,9,S9
Hanau Hbf|Steinheim Main|Mühlheim Main Dietesheim|Mühlheim Main|Offenbach Main Ost|Offenbach Main Marktplatz|Offenbach Main Ledermuseum|Offenbach Main Kaiserlei|Frankfurt M Mühlberg|Frankfurt M Ostendstraße|Frankfurt M Konstablerwache|Frankfurt M Hauptwache|Frankfurt M Taunusanlage|Frankfurt Hbf tief|Frankfurt Niederrad|Frankfurt am Main Stadion|Frankfurt Main Gateway Gardens|Frankfurt M Flughafen Regionalbf|Kelsterbach|Raunheim|Rüsselsheim|Rüsselsheim Opelwerk|Mainz Bischofsheim|Mainz Kastel|Wiesbaden Ost,9,S9
Wiesbaden Hbf|Wiesbaden Ost|Mainz Kastel|Mainz Bischofsheim|Rüsselsheim Opelwerk|Rüsselsheim|Raunheim|Kelsterbach|Frankfurt M Flughafen Regionalbf|Frankfurt Main Gateway Gardens|Frankfurt am Main Stadion|Frankfurt Niederrad|Frankfurt Hbf tief|Frankfurt M Taunusanlage|Frankfurt M Hauptwache|Frankfurt M Konstablerwache|Frankfurt M Ostendstraße|Frankfurt M Mühlberg|Offenbach Main Kaiserlei|Offenbach Main Ledermuseum|Offenbach Main Marktplatz|Offenbach Main Ost|Mühlheim Main|Mühlheim Main Dietesheim|Steinheim/Main,9,S9
Flughafen BER S Bahn|Waßmannsdorf|Schönefeld bei Berlin|Berlin Grünbergallee|Berlin Altglienicke|Berlin Adlershof|Berlin Johannisthal|Berlin Schöneweide S|Berlin Baumschulenweg|Berlin Plänterwald|Berlin Treptower Park|Berlin Warschauer Straße|Berlin Ostbahnhof S|Berlin Jannowitzbrücke|Berlin Alexanderplatz S|Berlin Hackescher Markt|Berlin Friedrichstraße S|Berlin Hbf S Bahn|Berlin Bellevue|Berlin Tiergarten|Berlin Zoologischer Garten S|Berlin Savignyplatz|Berlin Charlottenburg S|Berlin Westkreuz|Messe Süd Eichkamp,9,S9
Ulm Hbf|Neu Ulm|Nersingen|Leipheim|Günzburg|Offingen|Mindelaltheim|Burgau Schwab|Jettingen|Freihalden|Dinkelscherben|Kutzenhausen|Gessertshausen|Diedorf Schwab|Westheim Schwab|Neusäß|Augsburg Oberhausen|Augsburg Hbf|Augsburg Haunstetterstraße|Augsburg Hochzoll|Kissing|Mering St Afra|Mering|Althegnenberg|München Pasing,9,RE9
Berlin Grünau|Berlin Adlershof|Berlin Johannisthal|Berlin Schöneweide S|Berlin Baumschulenweg|Berlin Plänterwald|Berlin Treptower Park|Berlin Warschauer Straße|Berlin Ostbahnhof S|Berlin Jannowitzbrücke|Berlin Alexanderplatz S|Berlin Hackescher Markt|Berlin Friedrichstraße S|Berlin Hbf S Bahn|Berlin Bellevue|Berlin Tiergarten|Berlin Zoologischer Garten S|Berlin Savignyplatz|Berlin Charlottenburg S|Berlin Westkreuz|Berlin Messe Süd Eichkamp|Berlin Heerstraße|Berlin Olympiastadion|Berlin Pichelsberg|Stresow,9,S9
Aachen Hbf|Aachen Rothe Erde|Stolberg Rheinl Hbf|Eschweiler Hbf|Langerwehe|Düren|Horrem|Köln Ehrenfeld|Köln Hbf|Köln Messe/Deutz|Porz Rhein|Troisdorf|Siegburg/Bonn|Hennef Sieg|Eitorf|Herchen|Schladern Sieg|Au Sieg|Etzbach|Wissen Sieg|Niederhövels|Scheuerfeld Sieg|Betzdorf Sieg|Kirchen|Brachbach|Niederschelden,9,RE9
Schönefeld bei Berlin|Berlin Grünbergallee|Berlin Altglienicke|Berlin Adlershof|Berlin Johannisthal|Berlin Schöneweide S|Berlin Baumschulenweg|Berlin Plänterwald|Berlin Treptower Park|Berlin Warschauer Straße|Berlin Ostbahnhof S|Berlin Jannowitzbrücke|Berlin Alexanderplatz S|Berlin Hackescher Markt|Berlin Friedrichstraße S|Berlin Hbf S Bahn|Berlin Bellevue|Berlin Tiergarten|Berlin Zoologischer Garten S|Berlin Savignyplatz|Berlin Charlottenburg S|Berlin Westkreuz|Berlin Messe Süd Eichkamp|Berlin Heerstraße|Berlin Olympiastadion|Pichelsberg,9,S9
Siegen Hbf|Eiserfeld Sieg|Niederschelden|Brachbach|Kirchen|Betzdorf Sieg|Scheuerfeld Sieg|Niederhövels|Wissen Sieg|Etzbach|Au Sieg|Schladern Sieg|Herchen|Eitorf|Hennef Sieg|Siegburg/Bonn|Troisdorf|Porz Rhein|Köln Messe/Deutz|Köln Hbf|Köln Ehrenfeld|Horrem|Düren|Langerwehe|Eschweiler Hbf|Stolberg Rheinl Hbf,9,RE9
München Pasing|Mammendorf|Haspelmoor|Althegnenberg|Mering|Mering St Afra|Kissing|Augsburg Hochzoll|Augsburg Haunstetterstraße|Augsburg Hbf|Augsburg Oberhausen|Neusäß|Westheim Schwab|Diedorf Schwab|Gessertshausen|Kutzenhausen|Dinkelscherben|Freihalden|Jettingen|Burgau Schwab|Mindelaltheim|Offingen|Günzburg|Leipheim|Nersingen|Neu Ulm,9,RE9
Flughafen BER S Bahn|Waßmannsdorf|Schönefeld bei Berlin|Berlin Grünbergallee|Berlin Altglienicke|Berlin Adlershof|Berlin Johannisthal|Berlin Schöneweide S|Berlin Baumschulenweg|Berlin Plänterwald|Berlin Treptower Park|Berlin Warschauer Straße|Berlin Ostbahnhof S|Berlin Jannowitzbrücke|Berlin Alexanderplatz S|Berlin Hackescher Markt|Berlin Friedrichstraße S|Berlin Hbf S Bahn|Berlin Bellevue|Berlin Tiergarten|Berlin Zoologischer Garten S|Berlin Savignyplatz|Berlin Charlottenburg S|Berlin Westkreuz|Berlin Messe Süd Eichkamp|Heerstraße,9,S9
Berlin Spandau S|Berlin Stresow|Berlin Pichelsberg|Berlin Olympiastadion|Berlin Heerstraße|Berlin Messe Süd Eichkamp|Berlin Westkreuz|Berlin Charlottenburg S|Berlin Savignyplatz|Berlin Zoologischer Garten S|Berlin Tiergarten|Berlin Bellevue|Berlin Hbf S Bahn|Berlin Friedrichstraße S|Berlin Hackescher Markt|Berlin Alexanderplatz S|Berlin Jannowitzbrücke|Berlin Ostbahnhof S|Berlin Warschauer Straße|Berlin Treptower Park|Berlin Plänterwald|Berlin Baumschulenweg|Berlin Schöneweide S|Berlin Johannisthal|Berlin Adlershof|Altglienicke,9,S9
Flughafen BER S Bahn|Waßmannsdorf|Schönefeld bei Berlin|Berlin Grünbergallee|Berlin Altglienicke|Berlin Adlershof|Berlin Johannisthal|Berlin Schöneweide S|Berlin Baumschulenweg|Berlin Plänterwald|Berlin Treptower Park|Berlin Warschauer Straße|Berlin Ostbahnhof S|Berlin Jannowitzbrücke|Berlin Alexanderplatz S|Berlin Hackescher Markt|Berlin Friedrichstraße S|Berlin Hbf S Bahn|Berlin Bellevue|Berlin Tiergarten|Berlin Zoologischer Garten S|Berlin Savignyplatz|Berlin Charlottenburg S|Berlin Westkreuz|Berlin Messe Süd Eichkamp|Berlin Heerstraße|Olympiastadion,9,S9
Bottrop Hbf|Essen Dellwig Ost|Essen Gerschede|Essen Borbeck|Essen Borbeck Süd|Essen West|Essen Hbf|Essen Steele|Essen Überruhr|Essen Holthausen|Essen Kupferdreh|Velbert Nierenhof|Velbert Langenberg|Velbert Neviges|Velbert Rosenhügel|Wülfrath Aprath|Wuppertal Vohwinkel|Wuppertal Sonnborn|Wuppertal Zoologischer Garten|Wuppertal Steinbeck|Wuppertal Hbf|Wuppertal Unterbarmen|Wuppertal Barmen|Wuppertal Oberbarmen|Wuppertal Langerfeld|Schwelm West|Schwelm,9,S9
Haltern am See|Marl Hamm|Marl Mitte|Gelsenkirchen Hassel|Gelsenkirchen Buer Nord|Gladbeck West|Bottrop Boy|Bottrop Hbf|Essen Dellwig Ost|Essen Gerschede|Essen Borbeck|Essen Borbeck Süd|Essen West|Essen Hbf|Essen Steele|Essen Überruhr|Essen Holthausen|Essen Kupferdreh|Velbert Nierenhof|Velbert Langenberg|Velbert Neviges|Velbert Rosenhügel|Wülfrath Aprath|Wuppertal Vohwinkel|Wuppertal Sonnborn|Wuppertal Zoologischer Garten|Wuppertal Steinbeck,9,S9
