full_path,line,fixed_line
Köln Hbf|Köln Messe/Deutz|Opladen|Solingen Hbf|Wuppertal Hbf|Wuppertal Oberbarmen|Schwelm|Ennepetal|Hagen Hbf|Schwerte Ruhr|Holzwickede|Unna|Bönen|Hamm Westf Hbf|Drensteinfurt|Münster Hiltrup|Münster Westf Hbf|Greven|Emsdetten,7,RE7
Berlin Grunewald|Berlin Westkreuz|Berlin Charlottenburg S|Berlin Savignyplatz|Berlin Zoologischer Garten S|Berlin Tiergarten|Berlin Bellevue|Berlin Hbf S Bahn|Berlin Friedrichstraße S|Berlin Hackescher Markt|Berlin Alexanderplatz S|Berlin Jannowitzbrücke|Berlin Ostbahnhof S|Berlin Warschauer Straße|Berlin Ostkreuz S|Berlin Nöldnerplatz|Berlin Lichtenberg S|Berlin Friedrichsfelde Ost|Springpfuhl,7,S7
Karlsruhe Hbf|Rastatt|Baden Baden|Bühl Baden|Achern|Renchen|Appenweier|Offenburg|Lahr Schwarzw|Herbolzheim Breisg|Kenzingen|Riegel Malterdingen|Emmendingen|Denzlingen|Freiburg Breisgau Hbf|Bad Krozingen|Heitersheim|Müllheim Baden|Weil am Rhein,7,RE7
Erfurt Hbf|Neudietendorf|Arnstadt Hbf|Plaue Thür|Gräfenroda|Zella Mehlis|Suhl|Grimmenthal|Rentwertshausen|Mellrichstadt Bf|Bad Neustadt Saale|Burglauer|Münnerstadt|Rottershausen|Ebenhausen Unterfr|Poppenhausen|Oberwerrn|Schweinfurt Hbf|Rottendorf,7,RE7
Freiburg Breisgau Hbf|Freiburg St Georgen|Ebringen|Schallstadt|Norsingen|Bad Krozingen|Heitersheim|Buggingen|Müllheim Baden|Auggen|Schliengen|Bad Bellingen|Rheinweiler|Kleinkems|Istein|Efringen Kirchen|Eimeldingen|Haltingen|Weil am Rhein,7,RE7
Basel Bad Bf|Weil am Rhein|Müllheim Baden|Heitersheim|Bad Krozingen|Freiburg Breisgau Hbf|Denzlingen|Emmendingen|Riegel Malterdingen|Kenzingen|Herbolzheim Breisg|Lahr Schwarzw|Offenburg|Appenweier|Renchen|Achern|Bühl Baden|Baden Baden|Rastatt,7,RE7
Berlin Friedrichstraße|Berlin Hbf|Berlin Zoologischer Garten|Berlin Charlottenburg|Berlin Wannsee|Potsdam Medienstadt Babelsberg|Potsdam Rehbrücke|Wilhelmshorst|Michendorf|Seddin|Beelitz Heilstätten|Borkheide|Brück Mark|Baitz|Bad Belzig|Wiesenburg Mark|Medewitz Mark|Jeber Bergfrieden|Roßlau Elbe,7,RE7
Berlin Westkreuz|Berlin Charlottenburg S|Berlin Savignyplatz|Berlin Zoologischer Garten S|Berlin Tiergarten|Berlin Bellevue|Berlin Hbf S Bahn|Berlin Friedrichstraße S|Berlin Hackescher Markt|Berlin Alexanderplatz S|Berlin Jannowitzbrücke|Berlin Ostbahnhof S|Berlin Warschauer Straße|Berlin Ostkreuz S|Berlin Nöldnerplatz|Berlin Lichtenberg S|Berlin Friedrichsfelde Ost|Berlin Springpfuhl|Poelchaustraße,7,S7
Münster Westf Hbf|Münster Hiltrup|Rinkerode|Drensteinfurt|Mersch Westf|Hamm Bockum Hövel|Hamm Westf Hbf|Bönen|Unna|Holzwickede|Schwerte Ruhr|Hagen Hbf|Ennepetal|Schwelm|Wuppertal Oberbarmen|Wuppertal Hbf|Solingen Hbf|Opladen|Köln Messe/Deutz,7,RE7
Berlin Ostkreuz S|Berlin Warschauer Straße|Berlin Ostbahnhof S|Berlin Jannowitzbrücke|Berlin Alexanderplatz S|Berlin Hackescher Markt|Berlin Friedrichstraße S|Berlin Hbf S Bahn|Berlin Bellevue|Berlin Tiergarten|Berlin Zoologischer Garten S|Berlin Savignyplatz|Berlin Charlottenburg S|Berlin Westkreuz|Berlin Grunewald|Berlin Nikolassee|Berlin Wannsee S|Potsdam Griebnitzsee S|Babelsberg,7,S7
Offenburg|Lahr Schwarzw|Orschweier|Ringsheim/Europa Park|Herbolzheim Breisg|Kenzingen|Riegel Malterdingen|Emmendingen|Denzlingen|Freiburg Breisgau Hbf|Schallstadt|Bad Krozingen|Heitersheim|Müllheim Baden|Schliengen|Bad Bellingen|Efringen Kirchen|Haltingen|Weil am Rhein,7,RE7
Rheine|Emsdetten|Greven|Münster Westf Hbf|Münster Hiltrup|Drensteinfurt|Hamm Westf Hbf|Bönen|Unna|Holzwickede|Schwerte Ruhr|Hagen Hbf|Ennepetal|Schwelm|Wuppertal Oberbarmen|Wuppertal Hbf|Solingen Hbf|Opladen|Köln Messe/Deutz,7,RE7
Berlin Wannsee S|Berlin Nikolassee|Berlin Grunewald|Berlin Westkreuz|Berlin Charlottenburg S|Berlin Savignyplatz|Berlin Zoologischer Garten S|Berlin Tiergarten|Berlin Bellevue|Berlin Hbf S Bahn|Berlin Friedrichstraße S|Berlin Hackescher Markt|Berlin Alexanderplatz S|Berlin Jannowitzbrücke|Berlin Ostbahnhof S|Berlin Warschauer Straße|Berlin Ostkreuz S|Berlin Nöldnerplatz|Berlin Lichtenberg S|Friedrichsfelde Ost,7,S7
Senftenberg|Sedlitz Ost|Großräschen|Altdöbern|Luckaitztal|Calau Nl|Lübbenau Spreewald|Lübben Spreewald|Lubolz|Schönwalde Spreewald|Brand Tropical Islands|Oderin|Halbe|Groß Köris|Bestensee|Zeesen|Königs Wusterhausen|Berlin Ostkreuz|Berlin Ostbahnhof|Alexanderplatz,7,RE7
Berlin Grunewald|Berlin Westkreuz|Berlin Charlottenburg S|Berlin Savignyplatz|Berlin Zoologischer Garten S|Berlin Tiergarten|Berlin Bellevue|Berlin Hbf S Bahn|Berlin Friedrichstraße S|Berlin Hackescher Markt|Berlin Alexanderplatz S|Berlin Jannowitzbrücke|Berlin Ostbahnhof S|Berlin Warschauer Straße|Berlin Ostkreuz S|Berlin Nöldnerplatz|Berlin Lichtenberg S|Berlin Friedrichsfelde Ost|Berlin Springpfuhl|Poelchaustraße,7,S7
Basel Bad Bf|Weil am Rhein|Haltingen|Efringen Kirchen|Bad Bellingen|Schliengen|Müllheim Baden|Heitersheim|Bad Krozingen|Schallstadt|Freiburg Breisgau Hbf|Freiburg Herdern|Denzlingen|Emmendingen|Riegel Malterdingen|Kenzingen|Herbolzheim Breisg|Ringsheim/Europa Park|Orschweier|Lahr Schwarzw,7,RE7
Karlsruhe Hbf|Rastatt|Baden Baden|Bühl Baden|Achern|Renchen|Appenweier|Offenburg|Lahr Schwarzw|Ringsheim/Europa Park|Herbolzheim Breisg|Kenzingen|Riegel Malterdingen|Emmendingen|Denzlingen|Freiburg Breisgau Hbf|Bad Krozingen|Heitersheim|Müllheim Baden|Weil am Rhein,7,RE7
Dessau Hbf|Roßlau Elbe|Jeber Bergfrieden|Wiesenburg Mark|Bad Belzig|Baitz|Brück Mark|Borkheide|Beelitz Heilstätten|Seddin|Michendorf|Wilhelmshorst|Potsdam Rehbrücke|Potsdam Medienstadt Babelsberg|Berlin Wannsee|Berlin Charlottenburg|Berlin Zoologischer Garten|Berlin Hbf|Berlin Friedrichstraße|Alexanderplatz,7,RE7
Basel Bad Bf|Weil am Rhein|Haltingen|Eimeldingen|Efringen Kirchen|Istein|Kleinkems|Rheinweiler|Bad Bellingen|Schliengen|Müllheim Baden|Heitersheim|Bad Krozingen|Schallstadt|Freiburg Breisgau Hbf|Denzlingen|Emmendingen|Riegel Malterdingen|Kenzingen|Herbolzheim Breisgau,7,RE7
Freiburg Breisgau Hbf|Freiburg Herdern|Freiburg Zähringen|Gundelfingen Breisgau|Denzlingen|Emmendingen|Riegel Malterdingen|Kenzingen|Herbolzheim Breisg|Ringsheim/Europa Park|Orschweier|Lahr Schwarzw|Friesenheim Baden|Offenburg|Appenweier|Renchen|Achern|Bühl Baden|Baden Baden|Rastatt,7,RE7
Karlsruhe Hbf|Ettlingen West|Bruchhausen b Ettlingen|Malsch|Muggensturm|Rastatt|Baden Baden|Bühl Baden|Achern|Renchen|Appenweier|Offenburg|Lahr Schwarzw|Orschweier|Ringsheim/Europa Park|Herbolzheim Breisg|Kenzingen|Riegel Malterdingen|Emmendingen|Denzlingen,7,RE7
Potsdam Hbf S|Potsdam Babelsberg|Potsdam Griebnitzsee S|Berlin Wannsee S|Berlin Nikolassee|Berlin Grunewald|Berlin Westkreuz|Berlin Charlottenburg S|Berlin Savignyplatz|Berlin Zoologischer Garten S|Berlin Tiergarten|Berlin Bellevue|Berlin Hbf S Bahn|Berlin Friedrichstraße S|Berlin Hackescher Markt|Berlin Alexanderplatz S|Berlin Jannowitzbrücke|Berlin Ostbahnhof S|Berlin Warschauer Straße|Berlin Ostkreuz S|Nöldnerplatz,7,S7
Basel Bad Bf|Weil am Rhein|Haltingen|Eimeldingen|Efringen Kirchen|Istein|Kleinkems|Rheinweiler|Bad Bellingen|Schliengen|Auggen|Müllheim Baden|Heitersheim|Bad Krozingen|Schallstadt|Freiburg Breisgau Hbf|Denzlingen|Emmendingen|Riegel Malterdingen|Kenzingen|Herbolzheim Breisgau,7,RE7
Ahrensfelde S|Berlin Mehrower Allee|Berlin Raoul Wallenberg Str.|Berlin Marzahn|Berlin Poelchaustr.|Berlin Springpfuhl|Berlin Friedrichsfelde Ost|Berlin Lichtenberg S|Berlin Nöldnerplatz|Berlin Ostkreuz S|Berlin Warschauer Straße|Berlin Ostbahnhof S|Berlin Jannowitzbrücke|Berlin Alexanderplatz S|Berlin Hackescher Markt|Berlin Friedrichstraße S|Berlin Hbf S Bahn|Berlin Bellevue|Berlin Tiergarten|Berlin Zoologischer Garten S|Savignyplatz,7,S7
Bad Belzig|Baitz|Brück Mark|Borkheide|Beelitz Heilstätten|Seddin|Michendorf|Wilhelmshorst|Potsdam Rehbrücke|Potsdam Medienstadt Babelsberg|Berlin Wannsee|Berlin Charlottenburg|Berlin Zoologischer Garten|Berlin Hbf|Berlin Friedrichstraße|Berlin Alexanderplatz|Berlin Ostbahnhof|Berlin Ostkreuz|Königs Wusterhausen|Lübben Spreewald|Lübbenau Spreewald,7,RE7
Dessau Hbf|Roßlau Elbe|Jeber Bergfrieden|Medewitz Mark|Wiesenburg Mark|Bad Belzig|Baitz|Brück Mark|Borkheide|Beelitz Heilstätten|Seddin|Michendorf|Wilhelmshorst|Potsdam Rehbrücke|Potsdam Medienstadt Babelsberg|Berlin Wannsee|Berlin Charlottenburg|Berlin Zoologischer Garten|Berlin Hbf|Berlin Friedrichstraße|Alexanderplatz,7,RE7
Berlin Westkreuz|Berlin Charlottenburg S|Berlin Savignyplatz|Berlin Zoologischer Garten S|Berlin Tiergarten|Berlin Bellevue|Berlin Hbf S Bahn|Berlin Friedrichstraße S|Berlin Hackescher Markt|Berlin Alexanderplatz S|Berlin Jannowitzbrücke|Berlin Ostbahnhof S|Berlin Warschauer Straße|Berlin Ostkreuz S|Berlin Nöldnerplatz|Berlin Lichtenberg S|Berlin Friedrichsfelde Ost|Berlin Springpfuhl|Berlin Poelchaustr.|Berlin Marzahn|Raoul Wallenberg Straße,7,S7
Basel Bad Bf|Weil am Rhein|Haltingen|Efringen Kirchen|Bad Bellingen|Müllheim Baden|Heitersheim|Bad Krozingen|Schallstadt|Freiburg Breisgau Hbf|Freiburg Herdern|Freiburg Zähringen|Gundelfingen Breisgau|Denzlingen|Kollmarsreute|Emmendingen|Teningen Mundingen|Köndringen|Riegel Malterdingen|Kenzingen|Herbolzheim Breisgau,7,RE7
Berlin Ostbahnhof|Berlin Alexanderplatz|Berlin Friedrichstraße|Berlin Hbf|Berlin Zoologischer Garten|Berlin Charlottenburg|Berlin Wannsee|Potsdam Medienstadt Babelsberg|Potsdam Rehbrücke|Wilhelmshorst|Michendorf|Seddin|Beelitz Heilstätten|Borkheide|Brück Mark|Baitz|Bad Belzig|Wiesenburg Mark|Medewitz Mark|Jeber Bergfrieden|Roßlau Elbe,7,RE7
Berlin Lichtenberg S|Berlin Nöldnerplatz|Berlin Ostkreuz S|Berlin Warschauer Straße|Berlin Ostbahnhof S|Berlin Jannowitzbrücke|Berlin Alexanderplatz S|Berlin Hackescher Markt|Berlin Friedrichstraße S|Berlin Hbf S Bahn|Berlin Bellevue|Berlin Tiergarten|Berlin Zoologischer Garten S|Berlin Savignyplatz|Berlin Charlottenburg S|Berlin Westkreuz|Berlin Grunewald|Berlin Nikolassee|Berlin Wannsee S|Potsdam Griebnitzsee S|Babelsberg,7,S7
Berlin Wannsee S|Berlin Nikolassee|Berlin Grunewald|Berlin Westkreuz|Berlin Charlottenburg S|Berlin Savignyplatz|Berlin Zoologischer Garten S|Berlin Tiergarten|Berlin Bellevue|Berlin Hbf S Bahn|Berlin Friedrichstraße S|Berlin Hackescher Markt|Berlin Alexanderplatz S|Berlin Jannowitzbrücke|Berlin Ostbahnhof S|Berlin Warschauer Straße|Berlin Ostkreuz S|Berlin Nöldnerplatz|Berlin Lichtenberg S|Berlin Friedrichsfelde Ost|Springpfuhl,7,S7
Senftenberg|Sedlitz Ost|Großräschen|Altdöbern|Luckaitztal|Calau Nl|Lübbenau Spreewald|Lübben Spreewald|Lubolz|Schönwalde Spreewald|Brand Tropical Islands|Oderin|Halbe|Groß Köris|Bestensee|Zeesen|Königs Wusterhausen|Berlin Ostkreuz|Berlin Ostbahnhof|Berlin Alexanderplatz|Berlin Friedrichstraße|Berlin Hbf,7,RE7
Basel Bad Bf|Weil am Rhein|Haltingen|Eimeldingen|Efringen Kirchen|Istein|Kleinkems|Rheinweiler|Bad Bellingen|Schliengen|Müllheim Baden|Heitersheim|Bad Krozingen|Schallstadt|Freiburg Breisgau Hbf|Denzlingen|Emmendingen|Riegel Malterdingen|Kenzingen|Herbolzheim Breisg|Ringsheim/Europa Park|Orschweier,7,RE7
Berlin Ostkreuz|Berlin Ostbahnhof|Berlin Alexanderplatz|Berlin Friedrichstraße|Berlin Hbf|Berlin Zoologischer Garten|Berlin Charlottenburg|Berlin Wannsee|Potsdam Medienstadt Babelsberg|Potsdam Rehbrücke|Wilhelmshorst|Michendorf|Seddin|Beelitz Heilstätten|Borkheide|Brück Mark|Baitz|Bad Belzig|Wiesenburg Mark|Medewitz Mark|Jeber Bergfrieden|Roßlau Elbe,7,RE7
Berlin Westkreuz|Berlin Charlottenburg S|Berlin Savignyplatz|Berlin Zoologischer Garten S|Berlin Tiergarten|Berlin Bellevue|Berlin Hbf S Bahn|Berlin Friedrichstraße S|Berlin Hackescher Markt|Berlin Alexanderplatz S|Berlin Jannowitzbrücke|Berlin Ostbahnhof S|Berlin Warschauer Straße|Berlin Ostkreuz S|Berlin Nöldnerplatz|Berlin Lichtenberg S|Berlin Friedrichsfelde Ost|Berlin Springpfuhl|Berlin Poelchaustr.|Berlin Marzahn|Berlin Raoul Wallenberg Str.|Mehrower Allee,7,S7
Berlin Grunewald|Berlin Westkreuz|Berlin Charlottenburg S|Berlin Savignyplatz|Berlin Zoologischer Garten S|Berlin Tiergarten|Berlin Bellevue|Berlin Hbf S Bahn|Berlin Friedrichstraße S|Berlin Hackescher Markt|Berlin Alexanderplatz S|Berlin Jannowitzbrücke|Berlin Ostbahnhof S|Berlin Warschauer Straße|Berlin Ostkreuz S|Berlin Nöldnerplatz|Berlin Lichtenberg S|Berlin Friedrichsfelde Ost|Berlin Springpfuhl|Berlin Poelchaustr.|Berlin Marzahn|Raoul Wallenberg Straße,7,S7
Berlin Wannsee S|Berlin Nikolassee|Berlin Grunewald|Berlin Westkreuz|Berlin Charlottenburg S|Berlin Savignyplatz|Berlin Zoologischer Garten S|Berlin Tiergarten|Berlin Bellevue|Berlin Hbf S Bahn|Berlin Friedrichstraße S|Berlin Hackescher Markt|Berlin Alexanderplatz S|Berlin Jannowitzbrücke|Berlin Ostbahnhof S|Berlin Warschauer Straße|Berlin Ostkreuz S|Berlin Nöldnerplatz|Berlin Lichtenberg S|Berlin Friedrichsfelde Ost|Berlin Springpfuhl|Poelchaustraße,7,S7
Basel Bad Bf|Weil am Rhein|Haltingen|Efringen Kirchen|Bad Bellingen|Müllheim Baden|Heitersheim|Bad Krozingen|Schallstadt|Freiburg Breisgau Hbf|Freiburg Herdern|Freiburg Zähringen|Gundelfingen Breisgau|Denzlingen|Kollmarsreute|Emmendingen|Teningen Mundingen|Köndringen|Riegel Malterdingen|Kenzingen|Herbolzheim Breisg|Ringsheim/Europa Park,7,RE7
Basel SBB|Basel Bad Bf|Weil am Rhein|Haltingen|Efringen Kirchen|Bad Bellingen|Müllheim Baden|Heitersheim|Bad Krozingen|Schallstadt|Freiburg Breisgau Hbf|Freiburg Herdern|Freiburg Zähringen|Gundelfingen Breisgau|Denzlingen|Kollmarsreute|Emmendingen|Teningen Mundingen|Köndringen|Riegel Malterdingen|Kenzingen|Herbolzheim Breisgau,7,RE7
Höhenkirchen Siegertsbrunn|Wächterhof|Hohenbrunn|Ottobrunn|Neubiberg|München Neuperlach Süd|München Perlach|München Giesing|München St.Martin Str.|München Ost|München Rosenheimer Platz|München Isartor|München Marienplatz|München Karlsplatz|München Hbf tief|München Hackerbrücke|München Donnersbergerbrücke|München Heimeranplatz|München Harras|München Mittersendling|München Siemenswerke|München Solln|Großhesselohe Isartalbahnhof,7,S7
Potsdam Hbf S|Potsdam Babelsberg|Potsdam Griebnitzsee S|Berlin Wannsee S|Berlin Nikolassee|Berlin Grunewald|Berlin Westkreuz|Berlin Charlottenburg S|Berlin Savignyplatz|Berlin Zoologischer Garten S|Berlin Tiergarten|Berlin Bellevue|Berlin Hbf S Bahn|Berlin Friedrichstraße S|Berlin Hackescher Markt|Berlin Alexanderplatz S|Berlin Jannowitzbrücke|Berlin Ostbahnhof S|Berlin Warschauer Straße|Berlin Ostkreuz S|Berlin Nöldnerplatz|Berlin Lichtenberg S|Friedrichsfelde Ost,7,S7
"Tullastraße/Alter Schlachthof, Karlsruhe|Gottesauer Platz/BGV, Karlsruhe|Durlacher Tor/KIT Campus Süd U , Karlsruhe|Kronenplatz U , Karlsruhe|Marktplatz Pyramide U , Karlsruhe|Ettlinger Tor/Staatstheater U , Karlsruhe|Kongresszentrum U , Karlsruhe|Augartenstraße, Karlsruhe|Poststraße, Karlsruhe|Karlsruhe Bahnhofsvorplatz|Karlsruhe Albtalbahnhof|Forchheim b Karlsruhe|Durmersheim Nord|Durmersheim|Bietigheim Baden|Ötigheim|Rastatt|Baden Baden Haueneberstein|Baden Baden|Sinzheim Nord|Sinzheim|Baden Baden Rebland|Bühl Baden",7,S7
Berlin Grunewald|Berlin Westkreuz|Berlin Charlottenburg S|Berlin Savignyplatz|Berlin Zoologischer Garten S|Berlin Tiergarten|Berlin Bellevue|Berlin Hbf S Bahn|Berlin Friedrichstraße S|Berlin Hackescher Markt|Berlin Alexanderplatz S|Berlin Jannowitzbrücke|Berlin Ostbahnhof S|Berlin Warschauer Straße|Berlin Ostkreuz S|Berlin Nöldnerplatz|Berlin Lichtenberg S|Berlin Friedrichsfelde Ost|Berlin Springpfuhl|Berlin Poelchaustr.|Berlin Marzahn|Berlin Raoul Wallenberg Str.|Mehrower Allee,7,S7
Wolfratshausen|Icking|Ebenhausen Schäftlarn|Hohenschäftlarn|Baierbrunn|Buchenhain|Höllriegelskreuth|Pullach|Großhesselohe Isartalbf|München Solln|München Siemenswerke|München Mittersendling|München Harras|München Heimeranplatz|München Donnersbergerbrücke|München Hackerbrücke|München Hbf tief|München Karlsplatz|München Marienplatz|München Isartor|München Rosenheimer Platz|München Ost|München St Martin Straße,7,S7
Basel Bad Bf|Weil am Rhein|Haltingen|Eimeldingen|Efringen Kirchen|Istein|Kleinkems|Rheinweiler|Bad Bellingen|Schliengen|Auggen|Müllheim Baden|Heitersheim|Bad Krozingen|Schallstadt|Freiburg Breisgau Hbf|Denzlingen|Emmendingen|Riegel Malterdingen|Kenzingen|Herbolzheim Breisg|Ringsheim/Europa Park|Orschweier|Lahr Schwarzw,7,RE7
Potsdam Hbf S|Potsdam Babelsberg|Potsdam Griebnitzsee S|Berlin Wannsee S|Berlin Nikolassee|Berlin Grunewald|Berlin Westkreuz|Berlin Charlottenburg S|Berlin Savignyplatz|Berlin Zoologischer Garten S|Berlin Tiergarten|Berlin Bellevue|Berlin Hbf S Bahn|Berlin Friedrichstraße S|Berlin Hackescher Markt|Berlin Alexanderplatz S|Berlin Jannowitzbrücke|Berlin Ostbahnhof S|Berlin Warschauer Straße|Berlin Ostkreuz S|Berlin Nöldnerplatz|Berlin Lichtenberg S|Berlin Friedrichsfelde Ost|Springpfuhl,7,S7
Berlin Wannsee S|Berlin Nikolassee|Berlin Grunewald|Berlin Westkreuz|Berlin Charlottenburg S|Berlin Savignyplatz|Berlin Zoologischer Garten S|Berlin Tiergarten|Berlin Bellevue|Berlin Hbf S Bahn|Berlin Friedrichstraße S|Berlin Hackescher Markt|Berlin Alexanderplatz S|Berlin Jannowitzbrücke|Berlin Ostbahnhof S|Berlin Warschauer Straße|Berlin Ostkreuz S|Berlin Nöldnerplatz|Berlin Lichtenberg S|Berlin Friedrichsfelde Ost|Berlin Springpfuhl|Berlin Poelchaustr.|Berlin Marzahn|Raoul Wallenberg Straße,7,S7
Offenburg|Lahr Schwarzw|Orschweier|Ringsheim/Europa Park|Herbolzheim Breisg|Kenzingen|Riegel Malterdingen|Emmendingen|Denzlingen|Freiburg Breisgau Hbf|Schallstadt|Bad Krozingen|Heitersheim|Müllheim Baden|Auggen|Schliengen|Bad Bellingen|Rheinweiler|Kleinkems|Istein|Efringen Kirchen|Eimeldingen|Haltingen|Weil am Rhein,7,RE7
Potsdam Hbf S|Potsdam Babelsberg|Potsdam Griebnitzsee S|Berlin Wannsee S|Berlin Nikolassee|Berlin Grunewald|Berlin Westkreuz|Berlin Charlottenburg S|Berlin Savignyplatz|Berlin Zoologischer Garten S|Berlin Tiergarten|Berlin Bellevue|Berlin Hbf S Bahn|Berlin Friedrichstraße S|Berlin Hackescher Markt|Berlin Alexanderplatz S|Berlin Jannowitzbrücke|Berlin Ostbahnhof S|Berlin Warschauer Straße|Berlin Ostkreuz S|Berlin Nöldnerplatz|Berlin Lichtenberg S|Berlin Friedrichsfelde Ost|Berlin Springpfuhl|Poelchaustraße,7,S7
Höllriegelskreuth|Pullach|Großhesselohe Isartalbf|München Solln|München Siemenswerke|München Mittersendling|München Harras|München Heimeranplatz|München Donnersbergerbrücke|München Hackerbrücke|München Hbf tief|München Karlsplatz|München Marienplatz|München Isartor|München Rosenheimer Platz|München Ost|München St.Martin Str.|München Giesing|München Perlach|München Neuperlach Süd|Neubiberg|Ottobrunn|Hohenbrunn|Wächterhof|Höhenkirchen Siegertsbrunn,7,S7
Höhenkirchen Siegertsbrunn|Wächterhof|Hohenbrunn|Ottobrunn|Neubiberg|München Neuperlach Süd|München Perlach|München Giesing|München St.Martin Str.|München Ost|München Rosenheimer Platz|München Isartor|München Marienplatz|München Karlsplatz|München Hbf tief|München Hackerbrücke|München Donnersbergerbrücke|München Heimeranplatz|München Harras|München Mittersendling|München Siemenswerke|München Solln|Großhesselohe Isartalbf|Pullach|Höllriegelskreuth,7,S7
Offenburg|Lahr Schwarzw|Orschweier|Ringsheim/Europa Park|Herbolzheim Breisg|Kenzingen|Riegel Malterdingen|Emmendingen|Denzlingen|Freiburg Herdern|Freiburg Breisgau Hbf|Schallstadt|Bad Krozingen|Heitersheim|Müllheim Baden|Auggen|Schliengen|Bad Bellingen|Rheinweiler|Kleinkems|Istein|Efringen Kirchen|Eimeldingen|Haltingen|Weil am Rhein,7,RE7
Aying|Dürrnhaar|Höhenkirchen Siegertsbrunn|Wächterhof|Hohenbrunn|Ottobrunn|Neubiberg|München Neuperlach Süd|München Perlach|München Giesing|München St.Martin Str.|München Ost|München Rosenheimer Platz|München Isartor|München Marienplatz|München Karlsplatz|München Hbf tief|München Hackerbrücke|München Donnersbergerbrücke|München Heimeranplatz|München Harras|München Mittersendling|München Siemenswerke|München Solln|Großhesselohe Isartalbahnhof,7,S7
Basel SBB|Basel Bad Bf|Weil am Rhein|Haltingen|Efringen Kirchen|Bad Bellingen|Müllheim Baden|Heitersheim|Bad Krozingen|Schallstadt|Freiburg Breisgau Hbf|Freiburg Herdern|Freiburg Zähringen|Gundelfingen Breisgau|Denzlingen|Kollmarsreute|Emmendingen|Teningen Mundingen|Köndringen|Riegel Malterdingen|Kenzingen|Herbolzheim Breisg|Ringsheim/Europa Park|Orschweier|Lahr Schwarzw,7,RE7
Ahrensfelde S|Berlin Mehrower Allee|Berlin Raoul Wallenberg Str.|Berlin Marzahn|Berlin Poelchaustr.|Berlin Springpfuhl|Berlin Friedrichsfelde Ost|Berlin Lichtenberg S|Berlin Nöldnerplatz|Berlin Ostkreuz S|Berlin Warschauer Straße|Berlin Ostbahnhof S|Berlin Jannowitzbrücke|Berlin Alexanderplatz S|Berlin Hackescher Markt|Berlin Friedrichstraße S|Berlin Hbf S Bahn|Berlin Bellevue|Berlin Tiergarten|Berlin Zoologischer Garten S|Berlin Savignyplatz|Berlin Charlottenburg S|Berlin Westkreuz|Berlin Grunewald|Nikolassee,7,S7
Berlin Wannsee S|Berlin Nikolassee|Berlin Grunewald|Berlin Westkreuz|Berlin Charlottenburg S|Berlin Savignyplatz|Berlin Zoologischer Garten S|Berlin Tiergarten|Berlin Bellevue|Berlin Hbf S Bahn|Berlin Friedrichstraße S|Berlin Hackescher Markt|Berlin Alexanderplatz S|Berlin Jannowitzbrücke|Berlin Ostbahnhof S|Berlin Warschauer Straße|Berlin Ostkreuz S|Berlin Nöldnerplatz|Berlin Lichtenberg S|Berlin Friedrichsfelde Ost|Berlin Springpfuhl|Berlin Poelchaustr.|Berlin Marzahn|Berlin Raoul Wallenberg Str.|Mehrower Allee,7,S7
Basel Bad Bf|Weil am Rhein|Haltingen|Efringen Kirchen|Bad Bellingen|Schliengen|Müllheim Baden|Heitersheim|Bad Krozingen|Schallstadt|Freiburg Breisgau Hbf|Denzlingen|Emmendingen|Riegel Malterdingen|Kenzingen|Herbolzheim Breisg|Ringsheim/Europa Park|Orschweier|Lahr Schwarzw|Offenburg|Appenweier|Renchen|Achern|Bühl Baden|Baden Baden|Rastatt,7,RE7
Karlsruhe Hbf|Rastatt|Baden Baden|Bühl Baden|Achern|Renchen|Appenweier|Offenburg|Lahr Schwarzw|Orschweier|Ringsheim/Europa Park|Herbolzheim Breisg|Kenzingen|Riegel Malterdingen|Emmendingen|Denzlingen|Freiburg Breisgau Hbf|Schallstadt|Bad Krozingen|Heitersheim|Müllheim Baden|Schliengen|Bad Bellingen|Efringen Kirchen|Haltingen|Weil am Rhein,7,RE7
Kreuzstraße|Großhelfendorf|Aying|Höhenkirchen Siegertsbrunn|Wächterhof|Hohenbrunn|Ottobrunn|Neubiberg|München Neuperlach Süd|München Perlach|München Giesing|München St.Martin Str.|München Ost|München Rosenheimer Platz|München Isartor|München Marienplatz|München Karlsplatz|München Hbf tief|München Hackerbrücke|München Donnersbergerbrücke|München Heimeranplatz|München Harras|München Mittersendling|München Siemenswerke|München Solln|Großhesselohe Isartalbahnhof,7,S7
Basel SBB|Basel Bad Bf|Weil am Rhein|Haltingen|Efringen Kirchen|Bad Bellingen|Schliengen|Müllheim Baden|Heitersheim|Bad Krozingen|Schallstadt|Freiburg Breisgau Hbf|Denzlingen|Emmendingen|Riegel Malterdingen|Kenzingen|Herbolzheim Breisg|Ringsheim/Europa Park|Orschweier|Lahr Schwarzw|Offenburg|Appenweier|Renchen|Achern|Bühl Baden|Baden Baden|Rastatt,7,RE7
